District,Mandal,Year,Month,total_rain_mm,current_risk_level,predicted_risk_level,confidence_pct,prob_normal,prob_mild,prob_moderate,prob_severe
Nagarkurnool,Lingal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Nagar_Kurnool,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Nagarkurnool,Padra,2026,2,0.9,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Nagarkurnool,Peddakothapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Tadvai,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Mulug,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Mangapet,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Medchal-Malkajgiri,Medipally,2026,2,4.5,MILD,MILD,92.2,7.8,92.2,0.0,0.0
Medchal-Malkajgiri,Ghatkesar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Kapra,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Keesara,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.1,0.0,0.0
Medchal-Malkajgiri,Kukatpally,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Malkajgiri,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Medchel,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Muduchinthalapally,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Kannaigudem,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Quthbullapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Shamirpet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Uppal,2026,2,0.2,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Mulugu,21,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mulugu,Eturunagaram,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Govindaraopet,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Mancherial,Bheemini,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Rajapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Gannervaram,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Khammam_Urban,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Kusumanchi,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Madhira,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Mudigonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Nelakondapalle,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Khammam,Penuballi,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Raghunadhapalem,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Sathupalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Singareni,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Khammam,Thallada,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Thirumalayapalem,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Vemsoor,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Wyra,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Khammam,Yerrupalem,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kumuram Bheem,Dahegaon,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kumuram Bheem,Jainoor,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Khammam,Konijerla,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Khammam_Rural,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubnagar,Nawabpet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Kamepalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Huzurabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Jammikunta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Karimnagar,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.1,0.0,0.0
Karimnagar,Karimnagar_Rural,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Kothapalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Karimnagar,Manakondur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Ramadugu,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Shankarapatnam,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Karimnagar,Thimmapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,V_Saidapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Veenavanka,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Khammam,Bonakal,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Chinthakani,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Enkuru,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Khammam,Kalluru,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kumuram Bheem,Lingapur,2026,2,0.0,NORMAL,NORMAL,99.7,99.7,0.2,0.0,0.0
Kumuram Bheem,Rebbana,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kumuram Bheem,Sirpur_U,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kumuram Bheem,Tiryani,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubnagar,28,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Addakal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Balanagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Bhoothpur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Chinna_Chintha_Kunta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Devarkadara,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Gandeed,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Hanwada,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Jadcherla,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Koilkonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Mahabubnagar_Rural,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Mahabubnagar_Urban,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Midjil,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Mohammamdabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubnagar,Musapet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Thorrur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Peddavangara,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubabad,Nellikudur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Ganagavaram,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubabad,17,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubabad,18,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Bayyaram,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Chinnagudur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Danthalapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Dornakal,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubabad,Garla,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Narsimhulapet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Gudur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubabad,Kesamudram,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Kothaguda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Kuravi,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mahabubabad,Mahabubabad,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mahabubabad,Maripeda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Yadadri Bhuvanagiri,Yadagirigutta,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
