District,Mandal,Year,Month,total_rain_mm,rain_days,max_daily_rain,avg_min_humidity,avg_max_humidity,max_dry_streak,normal_rain_mm,rain_deviation_pct,drought_risk_score,drought_risk_level,prev_month_rain,prev_month_risk_score,target_encoded
Medak,Chegunta,2025,7,224.9,20,29.6,77.94137931034483,98.67241379310344,2,309.6666666666667,-27.4,13.4,NORMAL,76.9,22.0,2
Medak,Chegunta,2025,8,794.2,20,255.6,80.38387096774194,99.66129032258064,6,398.1000000000001,99.5,6.1,NORMAL,224.9,13.4,2
Medak,Chegunta,2025,9,353.9,17,50.5,79.36666666666666,99.04666666666667,3,283.3666666666667,24.9,3.3,NORMAL,794.2,6.1,2
Medak,Chegunta,2025,10,45.900000000000006,11,15.3,64.52580645161291,93.71612903225805,9,37.333333333333336,22.9,10.9,NORMAL,353.9,3.3,2
Medak,Chegunta,2025,11,0.0,0,0.0,45.41,88.15666666666667,31,7.533333333333334,-100.0,73.6,SEVERE,45.900000000000006,10.9,3
Medak,Chegunta,2025,12,0.0,0,0.0,36.73870967741936,82.93870967741935,62,10.266666666666666,-100.0,75.1,SEVERE,0.0,73.6,3
Medak,Chegunta,2026,1,0.0,0,0.0,40.34516129032258,88.44516129032259,93,0.0,0.0,33.5,MILD,0.0,75.1,0
Medak,Chilipched,2023,1,0.0,0,0.0,36.83181818181818,96.76363636363637,22,0.0,0.0,23.0,MILD,0.0,0.0,0
Medak,Chilipched,2023,2,0.0,0,0.0,30.642105263157898,96.21052631578948,41,0.16666666666666666,-100.0,71.1,SEVERE,0.0,23.0,3
Medak,Chilipched,2023,3,66.1,3,55.8,41.195454545454545,95.8409090909091,48,28.2,134.4,31.2,MILD,0.0,71.1,0
Medak,Chilipched,2023,4,20.1,5,14.8,38.64333333333333,92.04333333333334,32,9.200000000000001,118.5,32.4,MILD,66.1,31.2,0
Medak,Chilipched,2023,5,3.8,7,0.8,44.019354838709674,86.1774193548387,14,43.29999999999999,-91.2,54.6,MODERATE,20.1,32.4,1
Medak,Chilipched,2023,6,106.9,11,33.1,40.61666666666667,84.59666666666666,6,103.53333333333335,3.3,10.6,NORMAL,3.8,54.6,2
Medak,Chilipched,2023,7,590.0,23,118.2,71.46129032258065,96.64193548387097,3,341.40000000000003,72.8,4.0,NORMAL,106.9,10.6,2
Medak,Chilipched,2023,8,45.699999999999996,10,14.0,61.95483870967742,95.1741935483871,8,283.9,-83.9,43.0,MILD,590.0,4.0,0
Medak,Chilipched,2023,9,381.09999999999997,16,134.2,66.50333333333333,99.04333333333334,5,348.7,9.3,5.3,NORMAL,45.699999999999996,43.0,2
Medak,Chilipched,2023,10,0.0,0,0.0,39.725806451612904,99.63548387096773,31,33.96666666666667,-100.0,70.1,SEVERE,381.09999999999997,5.3,3
Medak,Chilipched,2023,11,28.599999999999998,2,23.4,43.87,98.28999999999999,39,12.1,136.4,30.5,MILD,0.0,70.1,0
Medak,Chilipched,2023,12,0.3,1,0.3,41.593548387096774,98.59354838709677,25,1.3666666666666665,-78.0,56.6,MODERATE,28.599999999999998,30.5,1
Medak,Chilipched,2024,1,0.0,0,0.0,37.16129032258065,96.7709677419355,56,0.0,0.0,31.0,MILD,0.3,56.6,0
Medak,Chilipched,2024,2,0.0,0,0.0,31.74137931034483,94.7551724137931,85,0.16666666666666666,-100.0,71.6,SEVERE,0.0,31.0,3
Medak,Chilipched,2024,3,10.8,2,6.8,30.34193548387097,88.2258064516129,101,28.2,-61.7,58.2,MODERATE,0.0,71.6,1
Medak,Chilipched,2024,4,0.6,1,0.6,28.186666666666667,75.57333333333332,24,9.200000000000001,-93.5,68.7,MODERATE,10.8,58.2,1
Medak,Chilipched,2024,5,36.0,5,29.2,30.270967741935483,77.72258064516129,24,43.29999999999999,-16.9,37.4,MILD,0.6,68.7,0
Medak,Chilipched,2024,6,184.1,11,97.2,50.85333333333333,90.51666666666667,4,103.53333333333335,77.8,6.8,NORMAL,36.0,37.4,2
Medak,Chilipched,2024,7,209.8,23,42.5,73.7258064516129,95.26129032258065,4,341.40000000000003,-38.5,20.8,MILD,184.1,6.8,0
Medak,Chilipched,2024,8,93.6,16,23.6,70.50322580645161,98.29354838709678,4,283.9,-67.0,31.3,MILD,209.8,20.8,0
Medak,Chilipched,2024,9,362.7,17,87.1,72.22,99.28999999999999,11,348.7,4.0,11.2,NORMAL,93.6,31.3,2
Medak,Chilipched,2024,10,33.9,8,15.2,60.10645161290322,99.9258064516129,9,33.96666666666667,-0.2,9.1,NORMAL,362.7,11.2,2
Medak,Chilipched,2024,11,2.0,2,1.7,40.49,99.2,28,12.1,-83.5,61.6,MODERATE,33.9,9.1,1
Medak,Chilipched,2024,12,3.8,5,1.3,47.167741935483875,99.01290322580645,30,1.3666666666666665,178.0,30.3,MILD,2.0,61.6,0
Medak,Chilipched,2025,1,0.0,0,0.0,35.89354838709678,99.61935483870967,37,0.0,0.0,30.1,MILD,3.8,30.3,0
Medak,Chilipched,2025,2,0.5,1,0.5,28.62142857142857,96.72857142857143,45,0.16666666666666666,200.0,31.0,MILD,0.0,30.1,0
Medak,Chilipched,2025,3,7.7,1,7.7,29.04516129032258,88.02258064516128,40,28.2,-72.7,62.7,MODERATE,0.5,31.0,1
Medak,Chilipched,2025,4,6.9,1,6.9,29.02,78.36666666666666,26,9.200000000000001,-25.0,42.5,MILD,7.7,62.7,0
Medak,Chilipched,2025,5,90.1,8,43.4,54.08095238095238,96.19047619047619,3,43.29999999999999,108.1,4.1,NORMAL,6.9,42.5,2
Medak,Chilipched,2025,6,19.6,6,13.6,55.214999999999996,89.47999999999999,11,103.53333333333335,-81.1,46.6,MODERATE,90.1,4.1,1
Medak,Chilipched,2025,7,224.4,17,57.3,72.33448275862068,96.82068965517242,3,341.40000000000003,-34.3,17.7,NORMAL,19.6,46.6,2
Medak,Chilipched,2025,8,712.4,17,150.3,73.87741935483871,95.56451612903226,8,283.9,150.9,9.3,NORMAL,224.4,17.7,2
Medak,Chilipched,2025,9,302.3,16,65.6,73.81666666666666,99.21666666666667,4,348.7,-13.3,9.6,NORMAL,712.4,9.3,2
Medak,Chilipched,2025,10,68.0,8,25.3,62.03225806451613,93.93548387096774,11,33.96666666666667,100.2,12.8,NORMAL,302.3,9.6,2
Medak,Chilipched,2025,11,5.7,1,5.7,43.733333333333334,94.47,24,12.1,-52.9,46.8,MODERATE,68.0,12.8,1
Medak,Chilipched,2025,12,0.0,0,0.0,32.987096774193546,91.27741935483871,55,1.3666666666666665,-100.0,72.6,SEVERE,5.7,46.8,3
Medak,Chilipched,2026,1,0.0,0,0.0,36.222580645161294,93.23225806451612,86,0.0,0.0,32.0,MILD,0.0,72.6,0
Medak,Havelighanpur,2023,1,0.0,0,0.0,34.17272727272727,99.07272727272726,22,0.0,0.0,22.3,MILD,0.0,0.0,0
Medak,Havelighanpur,2023,2,0.0,0,0.0,23.526315789473685,98.76842105263158,41,0.0,0.0,30.4,MILD,0.0,22.3,0
Medak,Havelighanpur,2023,3,38.1,5,32.2,33.96818181818182,98.20454545454545,48,21.400000000000002,78.0,30.5,MILD,0.0,30.4,0
Medak,Havelighanpur,2023,4,48.2,7,41.2,32.12,92.99,19,18.133333333333336,165.8,21.1,MILD,38.1,30.5,0
Medak,Havelighanpur,2023,5,40.0,6,13.0,32.66129032258065,92.1774193548387,14,36.5,9.6,16.3,NORMAL,48.2,21.1,2
Medak,Havelighanpur,2023,6,76.8,11,21.8,38.49333333333333,84.35666666666665,10,107.10000000000001,-28.3,26.0,MILD,40.0,16.3,0
Medak,Havelighanpur,2023,7,622.6,24,94.8,73.53870967741935,99.31612903225808,2,350.76666666666665,77.5,2.2,NORMAL,76.8,26.0,2
Medak,Havelighanpur,2023,8,85.6,14,29.4,74.36774193548388,99.47096774193548,6,321.56666666666666,-73.4,35.5,MILD,622.6,2.2,0
Medak,Havelighanpur,2023,9,212.1,14,62.0,73.01666666666667,99.40666666666667,6,294.1666666666667,-27.9,17.3,NORMAL,85.6,35.5,2
Medak,Havelighanpur,2023,10,0.0,0,0.0,39.41290322580645,100.0,31,31.766666666666666,-100.0,70.0,SEVERE,212.1,17.3,3
Medak,Havelighanpur,2023,11,25.7,4,19.2,41.26,99.69,38,12.5,105.6,30.1,MILD,0.0,70.0,0
Medak,Havelighanpur,2023,12,1.4,1,1.4,40.20967741935484,99.69354838709677,25,3.1,-54.8,47.0,MODERATE,25.7,30.1,1
Medak,Havelighanpur,2024,1,0.0,0,0.0,42.47096774193548,99.58387096774193,56,0.0,0.0,30.1,MILD,1.4,47.0,0
Medak,Havelighanpur,2024,2,0.0,0,0.0,35.91034482758621,98.0,85,0.0,0.0,30.6,MILD,0.0,30.1,0
Medak,Havelighanpur,2024,3,15.5,3,11.3,33.122580645161285,95.50322580645161,100,21.400000000000002,-27.6,42.4,MILD,0.0,30.6,0
Medak,Havelighanpur,2024,4,4.2,4,2.9,27.243333333333332,81.47,25,18.133333333333336,-76.8,61.3,MODERATE,15.5,42.4,1
Medak,Havelighanpur,2024,5,21.6,7,6.9,29.716129032258067,85.24838709677418,15,36.5,-40.8,35.7,MILD,4.2,61.3,0
Medak,Havelighanpur,2024,6,140.1,20,31.7,50.51,96.36666666666666,13,107.10000000000001,30.8,14.1,NORMAL,21.6,35.7,2
Medak,Havelighanpur,2024,7,205.29999999999998,25,39.2,76.36451612903227,99.15483870967742,2,350.76666666666665,-41.5,18.9,NORMAL,140.1,14.1,2
Medak,Havelighanpur,2024,8,156.3,20,35.6,71.68387096774192,99.76774193548388,3,321.56666666666666,-51.4,23.6,MILD,205.29999999999998,18.9,0
Medak,Havelighanpur,2024,9,379.6,17,120.0,72.97666666666667,99.94,9,294.1666666666667,29.0,9.0,NORMAL,156.3,23.6,2
Medak,Havelighanpur,2024,10,84.0,16,31.1,62.73548387096774,100.0,7,31.766666666666666,164.4,7.0,NORMAL,379.6,9.0,2
Medak,Havelighanpur,2024,11,6.7,1,6.7,42.03,98.42333333333333,28,12.5,-46.4,47.0,MODERATE,84.0,7.0,1
Medak,Havelighanpur,2024,12,7.9,6,6.9,51.36129032258064,98.4258064516129,30,3.1,154.8,30.5,MILD,6.7,47.0,0
Medak,Havelighanpur,2025,1,0.0,0,0.0,43.81290322580645,98.89032258064516,35,0.0,0.0,30.3,MILD,7.9,30.5,0
Medak,Havelighanpur,2025,2,0.0,0,0.0,38.81785714285714,98.06785714285715,63,0.0,0.0,30.6,MILD,0.0,30.3,0
Medak,Havelighanpur,2025,3,10.6,4,8.0,37.78387096774193,94.7709677419355,84,21.400000000000002,-50.5,51.8,MODERATE,0.0,30.6,1
Medak,Havelighanpur,2025,4,2.0,3,1.0,29.763333333333332,85.36999999999999,9,18.133333333333336,-89.0,49.0,MODERATE,10.6,51.8,1
Medak,Havelighanpur,2025,5,47.900000000000006,20,17.6,58.147619047619045,98.14761904761905,1,36.5,31.2,1.6,NORMAL,2.0,49.0,2
Medak,Havelighanpur,2025,6,104.39999999999999,8,57.5,60.114999999999995,93.955,4,107.10000000000001,-2.5,6.8,NORMAL,47.900000000000006,1.6,2
Medak,Havelighanpur,2025,7,224.4,20,43.5,69.82758620689656,99.2655172413793,3,350.76666666666665,-36.0,17.6,NORMAL,104.39999999999999,6.8,2
Medak,Havelighanpur,2025,8,722.8,18,288.2,78.55483870967741,100.0,6,321.56666666666666,124.8,6.0,NORMAL,224.4,17.6,2
Medak,Havelighanpur,2025,9,290.8,21,74.7,64.20333333333333,99.74,2,294.1666666666667,-1.1,2.5,NORMAL,722.8,6.0,2
Medak,Havelighanpur,2025,10,11.3,6,7.4,58.59032258064516,94.51612903225806,19,31.766666666666666,-64.4,46.4,MODERATE,290.8,2.5,1
Medak,Havelighanpur,2025,11,5.1,1,5.1,40.61,93.20333333333333,24,12.5,-59.2,49.7,MODERATE,11.3,46.4,1
Medak,Havelighanpur,2025,12,0.0,0,0.0,33.141935483870974,91.14516129032258,55,3.1,-100.0,72.7,SEVERE,5.1,49.7,3
Medak,Havelighanpur,2026,1,0.0,0,0.0,41.21612903225807,93.31612903225808,86,0.0,0.0,32.0,MILD,0.0,72.7,0
Medak,Kowdipalle,2023,1,0.0,0,0.0,32.481818181818184,94.2909090909091,22,0.0,0.0,23.7,MILD,0.0,0.0,0
Medak,Kowdipalle,2023,2,0.0,0,0.0,23.763157894736842,93.0421052631579,41,0.0,0.0,32.1,MILD,0.0,23.7,0
Medak,Kowdipalle,2023,3,54.9,3,45.3,33.73636363636364,92.47272727272728,48,25.46666666666667,115.6,32.3,MILD,0.0,32.1,0
Medak,Kowdipalle,2023,4,32.1,6,20.5,30.58,85.17333333333333,25,21.066666666666666,52.4,29.4,MILD,54.9,32.3,0
Medak,Kowdipalle,2023,5,14.399999999999999,5,6.1,29.75483870967742,77.91935483870968,14,57.73333333333333,-75.1,50.7,MODERATE,32.1,29.4,1
Medak,Kowdipalle,2023,6,149.7,11,48.9,37.516666666666666,78.48666666666666,12,100.8,48.5,18.5,NORMAL,14.399999999999999,50.7,2
Medak,Kowdipalle,2023,7,556.9,23,121.5,68.62903225806451,97.59677419354838,3,317.5,75.4,3.7,NORMAL,149.7,18.5,2
Medak,Kowdipalle,2023,8,71.60000000000001,10,21.6,60.70645161290322,97.19032258064516,11,281.23333333333335,-74.5,41.6,MILD,556.9,3.7,0
Medak,Kowdipalle,2023,9,322.1,19,86.7,64.55333333333333,99.33333333333333,6,282.90000000000003,13.9,6.2,NORMAL,71.60000000000001,41.6,2
Medak,Kowdipalle,2023,10,0.0,0,0.0,37.23225806451613,99.15806451612903,31,45.800000000000004,-100.0,70.3,SEVERE,322.1,6.2,3
Medak,Kowdipalle,2023,11,40.8,2,28.5,44.89,97.82666666666667,39,17.433333333333334,134.0,30.7,MILD,0.0,70.3,0
Medak,Kowdipalle,2023,12,2.8,3,2.2,41.95483870967742,97.23225806451612,24,4.3,-34.9,38.8,MILD,40.8,30.7,0
Medak,Kowdipalle,2024,1,0.0,0,0.0,35.641935483870974,95.35806451612903,55,0.0,0.0,31.4,MILD,2.8,38.8,0
Medak,Kowdipalle,2024,2,0.0,0,0.0,28.74137931034483,87.03448275862068,84,0.0,0.0,33.9,MILD,0.0,31.4,0
Medak,Kowdipalle,2024,3,12.200000000000001,3,7.9,28.129032258064516,84.23548387096774,100,25.46666666666667,-52.1,55.6,MODERATE,0.0,33.9,1
Medak,Kowdipalle,2024,4,6.9,4,3.1,24.613333333333333,68.63666666666667,24,21.066666666666666,-67.2,60.3,MODERATE,12.200000000000001,55.6,1
Medak,Kowdipalle,2024,5,46.8,4,30.8,29.73548387096774,74.81935483870969,14,57.73333333333333,-18.9,29.1,MILD,6.9,60.3,0
Medak,Kowdipalle,2024,6,124.2,11,42.7,46.693333333333335,91.07666666666667,13,100.8,23.2,15.7,NORMAL,46.8,29.1,2
Medak,Kowdipalle,2024,7,188.0,22,24.4,70.80645161290323,96.87096774193549,2,317.5,-40.8,19.3,NORMAL,124.2,15.7,2
Medak,Kowdipalle,2024,8,133.3,20,26.7,66.56451612903226,99.93225806451613,3,281.23333333333335,-52.6,24.1,MILD,188.0,19.3,0
Medak,Kowdipalle,2024,9,315.3,17,106.0,70.31,99.52666666666667,10,282.90000000000003,11.5,10.1,NORMAL,133.3,24.1,2
Medak,Kowdipalle,2024,10,69.0,13,19.0,60.174193548387095,100.0,8,45.800000000000004,50.7,8.0,NORMAL,315.3,10.1,2
Medak,Kowdipalle,2024,11,0.0,0,0.0,41.556666666666665,99.17,30,17.433333333333334,-100.0,70.2,SEVERE,69.0,8.0,3
Medak,Kowdipalle,2024,12,10.1,4,7.8,48.66129032258065,98.65806451612903,35,4.3,134.9,30.4,MILD,0.0,70.2,0
Medak,Kowdipalle,2025,1,0.0,0,0.0,36.8258064516129,98.8967741935484,35,0.0,0.0,30.3,MILD,10.1,30.4,0
Medak,Kowdipalle,2025,2,0.0,0,0.0,29.710714285714285,94.41785714285713,63,0.0,0.0,31.7,MILD,0.0,30.3,0
Medak,Kowdipalle,2025,3,9.3,1,9.3,29.674193548387095,86.91290322580646,84,25.46666666666667,-63.5,59.3,MODERATE,0.0,31.7,1
Medak,Kowdipalle,2025,4,24.2,6,11.4,28.209999999999997,77.08666666666666,12,21.066666666666666,14.9,18.9,NORMAL,9.3,59.3,2
Medak,Kowdipalle,2025,5,112.0,12,48.9,51.7,95.0904761904762,3,57.73333333333333,94.0,4.5,NORMAL,24.2,18.9,2
Medak,Kowdipalle,2025,6,28.5,6,17.2,54.58,89.455,9,100.8,-71.7,40.8,MILD,112.0,4.5,0
Medak,Kowdipalle,2025,7,207.6,18,35.4,71.36551724137931,97.12413793103448,2,317.5,-34.6,16.7,NORMAL,28.5,40.8,2
Medak,Kowdipalle,2025,8,638.8000000000001,17,151.5,68.39677419354838,96.06129032258065,8,281.23333333333335,127.1,9.2,NORMAL,207.6,16.7,2
Medak,Kowdipalle,2025,9,211.3,19,59.6,71.84333333333333,99.28999999999999,5,282.90000000000003,-25.3,15.3,NORMAL,638.8000000000001,9.2,2
Medak,Kowdipalle,2025,10,68.4,11,28.1,60.5774193548387,94.01290322580645,7,45.800000000000004,49.3,8.8,NORMAL,211.3,15.3,2
Medak,Kowdipalle,2025,11,11.5,4,4.7,43.336666666666666,94.33333333333333,24,17.433333333333334,-34.0,39.3,MILD,68.4,8.8,0
Medak,Kowdipalle,2025,12,0.0,0,0.0,33.803225806451614,92.22258064516129,55,4.3,-100.0,72.3,SEVERE,11.5,39.3,3
Medak,Kowdipalle,2026,1,0.0,0,0.0,35.23225806451613,92.84193548387097,86,0.0,0.0,32.1,MILD,0.0,72.3,0
Medak,Kulcharam,2023,1,0.0,0,0.0,30.74090909090909,94.38181818181819,22,0.0,0.0,23.7,MILD,0.0,0.0,0
Medak,Kulcharam,2023,2,0.0,0,0.0,21.88421052631579,91.77894736842104,41,0.0,0.0,32.5,MILD,0.0,23.7,0
Medak,Kulcharam,2023,3,58.6,3,48.7,30.75,93.19545454545455,48,26.366666666666664,122.3,32.0,MILD,0.0,32.5,0
Medak,Kulcharam,2023,4,43.699999999999996,4,26.4,28.52,85.63000000000001,26,21.966666666666665,98.9,30.3,MILD,58.6,32.0,0
Medak,Kulcharam,2023,5,32.2,3,24.9,28.22258064516129,78.35161290322581,14,66.39999999999999,-51.5,41.1,MILD,43.699999999999996,30.3,0
Medak,Kulcharam,2023,6,133.9,9,44.9,36.21,76.68,20,115.13333333333333,16.3,27.0,MILD,32.2,41.1,0
Medak,Kulcharam,2023,7,639.2,23,140.1,70.56129032258065,95.55806451612904,4,343.6333333333334,86.0,5.3,NORMAL,133.9,27.0,2
Medak,Kulcharam,2023,8,77.7,7,30.1,64.09032258064516,92.80967741935484,11,318.73333333333335,-75.6,43.4,MILD,639.2,5.3,0
Medak,Kulcharam,2023,9,344.5,15,89.1,68.46000000000001,95.23333333333333,14,404.0333333333333,-14.7,21.3,MILD,77.7,43.4,0
Medak,Kulcharam,2023,10,0.0,0,0.0,42.88387096774194,96.94516129032259,31,67.53333333333335,-100.0,70.9,SEVERE,344.5,21.3,3
Medak,Kulcharam,2023,11,69.8,2,36.5,45.10333333333333,97.01333333333334,39,35.4,97.2,30.9,MILD,0.0,70.9,0
Medak,Kulcharam,2023,12,4.3999999999999995,3,3.0,43.55483870967742,95.67096774193548,24,8.333333333333334,-47.2,44.2,MILD,69.8,30.9,0
Medak,Kulcharam,2024,1,0.0,0,0.0,38.49677419354839,95.02258064516128,55,0.0,0.0,31.5,MILD,4.3999999999999995,44.2,0
Medak,Kulcharam,2024,2,0.0,0,0.0,31.589655172413792,85.1103448275862,84,0.0,0.0,34.5,MILD,0.0,31.5,0
Medak,Kulcharam,2024,3,12.3,1,12.3,31.61935483870968,87.02903225806452,100,26.366666666666664,-53.4,55.3,MODERATE,0.0,34.5,1
Medak,Kulcharam,2024,4,7.9,3,2.8,28.99,73.86999999999999,26,21.966666666666665,-64.0,59.4,MODERATE,12.3,55.3,1
Medak,Kulcharam,2024,5,11.200000000000001,3,5.4,30.154838709677417,75.6516129032258,15,66.39999999999999,-83.1,55.5,MODERATE,7.9,59.4,1
Medak,Kulcharam,2024,6,131.0,9,56.4,50.980000000000004,89.17666666666668,17,115.13333333333333,13.8,20.2,MILD,11.200000000000001,55.5,0
Medak,Kulcharam,2024,7,173.8,21,29.9,74.80967741935484,95.9258064516129,2,343.6333333333334,-49.4,23.0,MILD,131.0,20.2,0
Medak,Kulcharam,2024,8,185.6,17,38.3,71.42903225806452,98.50645161290322,4,318.73333333333335,-41.8,21.2,MILD,173.8,23.0,0
Medak,Kulcharam,2024,9,444.4,15,123.3,73.33666666666666,98.81,9,404.0333333333333,10.0,9.4,NORMAL,185.6,21.2,2
Medak,Kulcharam,2024,10,97.3,12,19.2,62.70645161290323,99.40645161290323,7,67.53333333333335,44.1,7.2,NORMAL,444.4,9.4,2
Medak,Kulcharam,2024,11,5.9,1,5.9,42.580000000000005,96.21333333333334,29,35.4,-83.3,63.5,MODERATE,97.3,7.2,1
Medak,Kulcharam,2024,12,20.6,5,12.4,47.38387096774194,98.2258064516129,31,8.333333333333334,147.2,30.5,MILD,5.9,63.5,0
Medak,Kulcharam,2025,1,0.0,0,0.0,37.25806451612903,99.81612903225808,53,0.0,0.0,30.1,MILD,20.6,30.5,0
Medak,Kulcharam,2025,2,0.0,0,0.0,28.860714285714288,95.67142857142858,81,0.0,0.0,31.3,MILD,0.0,30.1,0
Medak,Kulcharam,2025,3,8.2,1,8.2,30.451612903225808,89.37096774193549,102,26.366666666666664,-68.9,60.7,MODERATE,0.0,31.3,1
Medak,Kulcharam,2025,4,14.3,3,6.6,27.573333333333334,78.76333333333334,14,21.966666666666665,-34.9,34.3,MILD,8.2,60.7,0
Medak,Kulcharam,2025,5,155.79999999999998,8,86.8,54.07619047619047,94.72857142857143,5,66.39999999999999,134.6,6.6,NORMAL,14.3,34.3,2
Medak,Kulcharam,2025,6,80.5,5,67.6,56.04,88.27000000000001,11,115.13333333333333,-30.1,26.6,MILD,155.79999999999998,6.6,0
Medak,Kulcharam,2025,7,217.9,17,48.9,75.79655172413793,97.66551724137932,3,343.6333333333334,-36.6,18.3,NORMAL,80.5,26.6,2
Medak,Kulcharam,2025,8,692.9,17,166.5,76.51612903225806,95.95806451612903,6,318.73333333333335,117.4,7.2,NORMAL,217.9,18.3,2
Medak,Kulcharam,2025,9,423.2,21,104.1,76.43,99.14666666666668,3,404.0333333333333,4.7,3.3,NORMAL,692.9,7.2,2
Medak,Kulcharam,2025,10,105.30000000000001,9,38.5,62.24516129032258,94.0,9,67.53333333333335,55.9,10.8,NORMAL,423.2,3.3,2
Medak,Kulcharam,2025,11,30.5,4,18.8,41.88,94.28666666666666,24,35.4,-13.8,31.2,MILD,105.30000000000001,10.8,0
Medak,Kulcharam,2025,12,0.0,0,0.0,30.825806451612905,91.72258064516129,55,8.333333333333334,-100.0,72.5,SEVERE,30.5,31.2,3
Medak,Kulcharam,2026,1,0.0,0,0.0,33.84838709677419,94.02903225806452,86,0.0,0.0,31.8,MILD,0.0,72.5,0
Medak,Manoharabad,2023,1,0.0,0,0.0,35.01363636363636,95.15,22,0.0,0.0,23.5,MILD,0.0,0.0,0
Medak,Manoharabad,2023,2,0.0,0,0.0,18.58421052631579,83.38421052631578,41,0.0,0.0,35.0,MILD,0.0,23.5,0
Medak,Manoharabad,2023,3,8.8,4,5.3,29.654545454545453,94.09545454545454,48,9.766666666666667,-9.9,35.7,MILD,0.0,35.0,0
Medak,Manoharabad,2023,4,14.2,1,14.2,29.086666666666666,84.43666666666667,36,8.7,63.2,34.7,MILD,8.8,35.7,0
Medak,Manoharabad,2023,5,15.3,3,14.4,32.65806451612903,80.8967741935484,18,67.39999999999999,-77.3,54.7,MODERATE,14.2,34.7,1
Medak,Manoharabad,2023,6,31.1,7,8.2,41.623333333333335,80.45666666666666,28,38.96666666666666,-20.2,41.9,MILD,15.3,54.7,0
Medak,Manoharabad,2023,7,433.1,25,80.0,76.37096774193549,98.37741935483871,3,231.83333333333334,86.8,3.5,NORMAL,31.1,41.9,2
Medak,Manoharabad,2023,8,68.7,10,34.1,70.31612903225808,99.3483870967742,6,269.6666666666667,-74.5,36.0,MILD,433.1,3.5,0
Medak,Manoharabad,2023,9,267.2,17,123.2,69.58666666666666,98.53,5,255.86666666666665,4.4,5.4,NORMAL,68.7,36.0,2
Medak,Manoharabad,2023,10,0.0,0,0.0,43.987096774193546,97.50967741935484,31,37.4,-100.0,70.7,SEVERE,267.2,5.4,3
Medak,Manoharabad,2023,11,4.0,2,2.7,50.49333333333333,97.50333333333333,54,2.1999999999999997,81.8,30.7,MILD,0.0,70.7,0
Medak,Manoharabad,2023,12,2.9,2,2.0,47.99354838709677,98.1258064516129,25,2.9000000000000004,-0.0,25.6,MILD,4.0,30.7,0
Medak,Manoharabad,2024,1,0.0,0,0.0,43.03225806451613,98.25161290322582,56,0.0,0.0,30.5,MILD,2.9,25.6,0
Medak,Manoharabad,2024,2,0.0,0,0.0,33.61724137931034,93.87931034482759,85,0.0,0.0,31.8,MILD,0.0,30.5,0
Medak,Manoharabad,2024,3,3.4,4,1.9,28.59032258064516,87.3225806451613,100,9.766666666666667,-65.2,59.9,MODERATE,0.0,31.8,1
Medak,Manoharabad,2024,4,3.3,3,2.0,27.333333333333332,70.78666666666666,12,8.7,-62.1,45.6,MODERATE,3.4,59.9,1
Medak,Manoharabad,2024,5,46.5,10,16.2,36.81935483870967,85.6258064516129,17,67.39999999999999,-31.0,33.7,MILD,3.3,45.6,0
Medak,Manoharabad,2024,6,70.6,13,29.2,58.723333333333336,95.90666666666667,13,38.96666666666666,81.2,14.2,NORMAL,46.5,33.7,2
Medak,Manoharabad,2024,7,141.20000000000002,20,56.0,76.29354838709678,99.80000000000001,5,231.83333333333334,-39.1,20.7,MILD,70.6,14.2,0
Medak,Manoharabad,2024,8,170.4,21,47.3,73.19677419354838,99.36774193548388,3,269.6666666666667,-36.8,17.9,NORMAL,141.20000000000002,20.7,2
Medak,Manoharabad,2024,9,236.0,19,72.7,75.37333333333332,99.23666666666666,7,255.86666666666665,-7.8,10.3,NORMAL,170.4,17.9,2
Medak,Manoharabad,2024,10,68.5,12,23.1,61.599999999999994,99.79354838709678,10,37.4,83.2,10.1,NORMAL,236.0,10.3,2
Medak,Manoharabad,2024,11,1.4,1,1.4,48.28666666666666,94.8,28,2.1999999999999997,-36.4,44.1,MILD,68.5,10.1,0
Medak,Manoharabad,2024,12,5.800000000000001,3,4.4,56.66451612903226,96.95161290322581,35,2.9000000000000004,100.0,30.9,MILD,1.4,44.1,0
Medak,Manoharabad,2025,1,0.0,0,0.0,36.564516129032256,98.24838709677418,35,0.0,0.0,30.5,MILD,5.800000000000001,30.9,0
Medak,Manoharabad,2025,2,0.0,0,0.0,29.339285714285715,90.24642857142858,63,0.0,0.0,32.9,MILD,0.0,30.5,0
Medak,Manoharabad,2025,3,17.1,1,17.1,28.074193548387097,83.33870967741936,84,9.766666666666667,75.1,35.0,MILD,0.0,32.9,0
Medak,Manoharabad,2025,4,8.6,4,5.4,31.133333333333333,83.96666666666667,13,8.7,-1.1,18.2,NORMAL,17.1,35.0,2
Medak,Manoharabad,2025,5,140.4,10,68.7,60.476190476190474,98.8047619047619,4,67.39999999999999,108.3,4.4,NORMAL,8.6,18.2,2
Medak,Manoharabad,2025,6,15.2,7,12.6,59.589999999999996,98.27000000000001,5,38.96666666666666,-61.0,29.9,MILD,140.4,4.4,0
Medak,Manoharabad,2025,7,121.2,16,17.2,78.41379310344827,98.0206896551724,4,231.83333333333334,-47.7,23.7,MILD,15.2,29.9,0
Medak,Manoharabad,2025,8,569.9,19,127.7,70.40322580645162,95.31290322580645,6,269.6666666666667,111.3,7.4,NORMAL,121.2,23.7,2
